artist_name|title|release|track_id|start_of_fade_out|duration|year|artist_location
Nikos Kalaintzis|Chira|The Greek Folk Instruments:Santouri|TRBGDYF128F4233ED0|305.569|314.01751|0|
Mister Ries featuring Six Foe|Booty Bounce|The Old Country|TRBGEAZ12903CE8885|188.616|193.82812|0|
Cece Winans|Come On Back Home|Everlasting Love|TRBGEGB128F9345BD0|232.2|248.2673|1998|Charlotte, NC
Kitaro|Earth Born|Live in Asia|TRBGEGG12903CDD71F|160.932|173.45261|1983|Toyohashi, Japan
Gaither Vocal Band|'Little Is Much When God Is In It (South African Homecoming Album Version)|South African Homecoming|TRBGEGX128EF344507|247.507|257.09669|0|
John Mayer|Sannyasin|Dhammapada|TRBGEHK12903CEEFC0|38.347|38.3473|1976|Calcutta, India
Ragheb Alama|Gheera Away|Ba'sha' ak|TRBGEIB128F930403D|194.792|200.64608|0|
DJ Omega|E. Warren|DJ Omega Classics Part 1|TRBGEIP12903CE8853|254.601|260.80608|0|
Mase|My Harlem Lullaby (Album Version)|Welcome Back|TRBGELF128E07915B8|224.299|234.31791|0|
PATSY CLINE & WILLIE NELSON|Life's Railway To Heaven|Rhinestone Cowboy|TRBGELM128F424EDA2|166.15|175.41179|1991|Gore, VA
Swans Of Avon|Shining|Alive|TRBGERR12903CB8EE9|218.918|228.41424|0|
Sandi Thom|I Wish I Was A Punk Rocker (With Flowers In My Hair)|I Wish I Was A Punk Rocker (With Flowers In My Hair)|TRBGEUJ128F42B06B8|420.328|425.19465|2006|Scotland
Behemoth|Hello Space Boy|Thelema 6|TRBGEZA128F4286D23|197.045|209.05751|2000|POLAND
Les Brown|Dance of the Blue Devils|Classic Years of Les Brown|TRBGEZL12903CCC7E2|176.327|183.87546|0|Reinerton, PA
Bobby Pulido|La Bruja Chafa|El Cazador|TRBGFAX128F4275F56|171.828|182.80444|1999|Edinburg, TX
Norman Howard|The Sound From There|Burn Baby Burn|TRBGFAX128F4291A66|406.239|417.48853|0|NY - New York City
Nightswimmer|Splitting The Seconds|Can the Mechanical Be Beautiful&?|TRBGFKJ12903CC575F|273.85|279.19628|0|
Eden's Bridge|Shout For Joy  (Celtic Psalms Album Version)|Celtic Psalms|TRBGFLG128F1465AFD|159.858|170.73587|0|
Francis Lai|La Valse De La Cour (BOF Mayerling)|Mayerling|TRBGFNK128F1495B8B|177.58|183.92771|0|
Marc Shaiman|Best In LA|The Bucket List|TRBGFOD128F423F43E|71.425|81.18812|2008|
Alice Cooper|Goin' To The River|Live! (Digitally Remastered)|TRBGFUW12903CA0E6B|200.806|210.54649|1982|Detroit, MI
The Gathering|Locked Away|How To Measure A Planet?|TRBGFXC12903D01967|189.306|203.49342|0|
Dakis|Min Xechnas (Forse)|Ta Oriaotera Mou Tragoudia|TRBGFXJ12903CAC91E|168.014|186.87955|0|
H-Town|Here We Go Again|Imitations Of Life|TRBGFYI128F424742D|230.052|238.94159|0|Houston
bel canto|Rumour (Abstract Hip Hop Mix)|Magic Box|TRBGGBF128F425E4D1|73.985|78.49751|1996|Tromso, Norway
The Distillers|Coral Fang (Album Version)|Coral Fang|TRBGGFE128E0785AC0|120.076|129.59302|2003|L.A \tCalifornia, Estados Unidos 
Shade Sheist / N.U.N.E. / King Arthur|The Urban Gospel|Informal Introduction|TRBGGLA128F149C2EB|234.725|262.3473|0|Los Angeles, CA
Remy Shand|The Second One|The Way I Feel|TRBGGOS128F9307FC5|246.404|250.77506|2002|
Maracaibo 15|18 De Noviembre|Gaitas Platinum|TRBGGOT128F932DC65|163.741|171.98975|0|
Elakelaiset|Laakista humppa|Humppakonsertto|TRBGGRK128F422CA7F|67.317|67.3171|1995|
Dan Hicks|He Don't Care (He's Stoned)|20 Hot Licks Hits|TRBGGRU12903CAAA2D|156.578|159.9473|0|Little Rock AK
The Katinas|One More Time (Kennedy Center Homecoming Version)|Kennedy Center Homecoming|TRBGGTE128F424ECBC|159.268|159.26812|0|
Irini Merkouri|Ela Edo Kardia Mou|Aneta|TRBGGUL128F42ADE30|218.349|228.33587|0|
Daryl Hall & John Oates|Rich Girl|Livetime|TRBGGWQ128F42A88CF|216.346|216.34567|1976|Philadelphia, Pennsylvania
Arc Angels|See What Tomorrow Brings|Arc Angels|TRBGGYE128F42B63AB|374.015|386.79465|1992|Austin, TX
Call To Preserve|Hindsight|From Isolation|TRBGHBW12903CDCF83|40.316|44.30322|2008|Rockledge, Florida
Ziggy Marley And The Melody Makers|New Love|The Best of Ziggy Marley And The Melody Makers (1988 - 1993)|TRBGHFZ128F146984C|247.652|261.27628|0|
Heaven 17|I'm Your Money (12'' Extended Version) (2006 Digital Remaster)|Penthouse And Pavement|TRBGHHB128F1487CD2|299.125|311.43138|1981|London, England
Lit|Lovely Day|A Place In The Sun|TRBGHJG128F428ADB4|231.631|246.80444|1999|Orange County, CA
Ai Ai Ai|Com Una Flama|Neguits_ Angunies I Forats|TRBGHKE128F9343BDD|247.333|253.98812|1994|
Cachao|Los Tres Glopes / The Three Beats (danza)|Master Sessions Vol. II|TRBGHKQ128F4264A88|77.572|84.94975|0|Havana, Cuba
Kiss|Anything For My Baby|Gold (1974-1982)|TRBGHND128E079438C|137.242|154.40934|0|New York, NY
The Shamrock Singers|Fields Of Athenry|The Wild Rover|TRBGHNM12903CC6797|266.67|273.29261|0|
Charly Garcia|Tango|Rock And Roll Yo|TRBGHVM128F146B47A|162.716|162.71628|2003|
Pictures of Then|When It Stings|And The Wicked Sea|TRBGHYG12903CEAC9C|176.286|182.83057|2009|Minnesota
Music Explosion|I See The Light (2002 Digital Remaster)|Little Bit O' Soul - The Best Of|TRBGHZA128F9340CE7|142.338|155.11465|0|Mansfield, OH
Janet Jackson Featuring Kanye West|My Baby (Feat. Kanye West)|Damita Jo|TRBGIAQ128F1483BFE|250.329|257.14893|2004|Los Angeles &amp; New York
Mustafa Sandal|Beni Aglatma|Araba|TRBGICJ128F427BA9A|192.865|202.9971|0|
Schoolyard Heroes|The Last Man On Earth|Abominations|TRBGIDU128F4241A2E|191.263|202.00444|2007|Seattle, WA
Bruno Sanfilippo|The Flight of the serpentarius|Sons of the Light|TRBGIKK128EF35DF32|281.995|291.082|1991|Buenos Aires
DJ Isaac|Focus|Focus / Backstage|TRBGIPU128F4290454|492.211|497.13587|0|
Ill Harmonics|Life|Modern Heart Exhibit|TRBGISC128F9339F08|64.395|71.99302|0|
The Last Vegas|Another Lover|Whatever Gets You Off|TRBGISL128F9342049|233.355|237.11302|2009|Normal, IL
Beneath The Sky|No Such Thing As Control (Album Version)|What Demons Do To Saints|TRBGITG128F422F3FB|271.569|275.9571|2007|Cincinnati, OH
The Gathering|Fear The Sea|Mandylion (Deluxe Edition)|TRBGITL12903CF2662|345.687|348.44689|0|
Radiohead|2 + 2 = 5|The Best Of|TRBGIZH128F4252D9E|196.058|198.47791|2003|Oxford, UK
Sex Pistols|100 Club 1996 ''We Love You Beatles'' - Live|Sex Pistols - The Interviews|TRBGJCT128F933A606|88.738|88.73751|0|
Alicia Keys|Karma|The Diary Of Alicia Keys|TRBGJDW128F4292EDB|253.498|255.99955|2003|Harlem, New York
[kaleidoskop]|deine liebe|...wir geh'n schon mal vor|TRBGJDX12903CEC5C5|302.167|320.522|0|
Angela Dimitriou|To Pouli|Thisia Live|TRBGJGI128F427CA73|75.929|78.70649|0|
Free|Heartbreaker|Chronicles|TRBGJIZ128F92E42BC|224.467|229.56363|1972|
Light Of The World|Pete's Crusade|The Best Of The Light Of The World|TRBGJMS12903CE5583|236.466|247.74485|1980|London, England
Baby Rasta & Gringo|Yo Quiero Contigo|Sentenciados - Platinum Edition|TRBGJOG12903CC3E93|167.366|167.36608|0|
Frenchy|Baby_ It's Gonna Cost You|Bumps & Grinds|TRBGJOH128F932C0C4|188.714|197.90322|0|
Charlie Byrd Trio|Goody Goody|I've Got the World On a String|TRBGJTK128F93417F6|218.041|232.93342|0|
Natassa Theodoridou|Sou Vazo Diskola|I Ellada Ti Nichta 2 (Greece At Night 2)|TRBGJXW128F42AE7D8|209.998|209.99791|0|
Joanna Connor|Money Blues|Slidetime|TRBGJYR128F42371AB|236.832|243.66975|0|Brooklyn, NY
Ghetto Mafia|This Is A Stick Up|Full Blooded Niggaz|TRBGJYY128F930DAEE|281.716|286.37995|0|Atlanta, GA
Bedrock|Emerald|Emerald|TRBGJZN12903D0D2FC|487.004|501.86404|2004|Detroit
Radio Birdman|Zeno Beach|Zeno Beach|TRBGKBZ128F931569B|160.955|174.28853|2006|
Francis Dhomont|Meteores mouvement de Chroniques de la lumier|Cycle de l'erance|TRBGKEY128F424AB37|373.394|391.49669|0|
Zeca Baleiro|Telegrama|Baladas Do Asfalto e Outros Blue Ao Vivo|TRBGKGR128F92EE206|361.343|364.72118|2002|
Digital Mystikz|Molten|Tectonic Plates 03|TRBGKHZ128F931C32E|294.568|299.49342|2006|
Eddie Cano|It Only Takes A Moment (Album Version)|Broadway - Right Now!|TRBGKJP128F9342D57|163.399|176.16934|0|
The Highwaymen|The Road Goes On Forever|The Road Goes On Forever (10th Anniversary Edition)|TRBGKJU128E079851F|265.822|282.33098|1995|Dayton, OH
Papa Wemba|Phrase|New morning|TRBGKLM128F425CF97|303.444|308.74077|0|Kasai, Zaire
Mario Rosenstock|The Daddy|Gift Grub 7|TRBGKLU128F14901F6|277.76|277.75955|0|
Bobaflex|Medicine|Apologize For Nothing|TRBGKMB128F146E125|147.783|151.43138|2005|Huntington, WV
John Mayall|Don't Waste My Time|Empty Rooms|TRBGKOU128F148C6C6|187.246|193.12281|1970|Macclesfield, Cheshire, England
Lizzy Borden|Love You to Pieces|Love You To Pieces|TRBGKRS128F934AC0A|227.614|232.98567|1985|Los Angeles, CA
Richard Smith|Take That!|Flow|TRBGKYA12903CF573B|246.155|263.13098|0|New York
Ned Miller|From A Jack To A King|100 Country Classics|TRBGKZD12903D13D23|125.19|128.26077|1963|Raines, UT
Lara Fabian|L'Amour Existe Encore|Toutes Les Femmes En Moi|TRBGLAD128F9343692|216.247|229.72036|2009|
Spliff|Heut' Nacht|85555|TRBGLCC128F427FE7D|257.701|264.41098|1982|
Deftones|Diamond Eyes (Album Version)|Diamond Eyes|TRBGLFD12903CD3D43|188.264|188.26404|2010|Sacramento, CA
Franco_ Valeriana|Una dolce melodia|Io e te per sempre|TRBGLNE12903CEFC0E|197.869|205.50485|0|Sona-Bata, Zaire
John Mayall|The Witching Hour|STORIES|TRBGLQN128F92E2637|250.032|262.79138|2002|
Jars Of Clay|Love Me|Mini Monsters EP|TRBGLRQ12903CA86EE|179.821|191.81669|2006|Nashville, TN
Liars|Leather Prowler|Liars|TRBGLRU128F42A1F00|265.09|265.09016|2007|LA / NYC
Yami Bolo|Put Down Your Weapons|Live In Paris|TRBGLST128F934DAF2|219.402|219.402|2000|Detroit USA
Grandmaster Flash|Underarms|Ba-Dop-Boom-Bang|TRBGLSW12903CE3D8A|170.475|190.17098|1987|Barbados, West Indies
Angelica Maria|Te Necesito|Abrazame Fuerte|TRBGLUT128F429F177|154.732|160.83546|0|New Orleans, LA
Scott Ainslie|Terraplane Blues|Terraplane|TRBGMAW128F4231326|200.545|208.1171|0|Vermont
Pierre Perret|L'idole des femmes|Le Monde de Pierrot|TRBGMAZ12903CC3707|139.401|143.46404|1994|
Dario Marianelli|The Harbour|Goodbye Bafana|TRBGMHU128EF356CB8|212.904|227.99628|2007|
Chris Eaton|All Or Nothing  (Wonderful World Album Version)|To Have And To Hold|TRBGMIX128F9303ED6|267.366|287.65995|0|California
30 Seconds To Mars|End Of The Beginning|A Beautiful Lie + 30 Seconds To Mars|TRBGMJF128F425E8EA|277.289|277.28934|2002|Los Angeles, CA
Giorgos Sabanis|Dio Nisia|To Fili Tis Zois|TRBGMKO128F933A55B|238.974|247.66649|0|
The Jackson Southernaires|Lift Jesus Up|Hear Our Prayers O Lord|TRBGMMC12903CEFD3C|225.739|235.36281|0|Mississippi
Shelly Manne|Jubilation T. Cornpone|Li'l Abner|TRBGMNM128F932D140|188.256|190.74567|0|New York, NY
Funeral For A Friend|Kicking And Screaming|Memory And Humanity|TRBGMOG128F92D75BD|199.918|205.16526|2008|Wales
RUN-DMC|Slow And Low|King Of Rock|TRBGMUA128F92E9A1C|251.722|266.21342|1985|
Little Milton|Lookin' for My Baby|Best of 40's and 50's_ Vol. 16|TRBGMWD12903D0F674|168.304|175.82975|1994|Inverness, MS
Eighteen Visions|Life's Blood|Best Of|TRBGMWQ12903CC23CD|166.597|171.12771|1997|Orange County, CA
Camp Lo|Black Connect 3|Another Heist|TRBGMXY128F92FC2B2|257.66|267.17995|2009|New York, NY [Bronx]
Charlie Peacock|The Way Of Love (West Coast Diaries Vol. 1 Album Version)|West Coast Diaries Vol.1-cass.|TRBGMZJ128F4264AA6|216.004|227.60444|0|
Zbigniew Preisner|Leaving The Docks|The Secret Garden|TRBGNAF128F4253180|87.458|87.45751|1993|
SUMO|Noche De Paz|Obras Cumbres|TRBGNAF128F9339532|127.059|127.05914|1987|New Hampshire
Vana|Village Dance|A New Day|TRBGNBC128F423DCD8|222.058|227.082|0|Pretoria
Gwen Stefani|4 In The Morning|4 In The Morning|TRBGNCL128F428F56F|284.549|294.19057|2006|
Commander Cody And His Lost Planet Airmen|Cajun Baby (LP Version)|Tales From The Ozone|TRBGNGY128F14738B8|156.462|161.88036|1975|
Sunnyland Slim|Midnight Jump|Be Careful How You Vote|TRBGNHU128F4220469|238.51|246.04689|1994|Vance, MS
The Zebras|Marching|Worry a Lot|TRBGNLG128F930F891|121.922|131.68281|2006|
Sonora Carruseles|Que Suene Mi Campana|Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2|TRBGNLU128F4221FF2|259.065|264.07138|2000|
EPMD|For My People|Business As Usual|TRBGNNC128F148D427|169.842|188.31628|1990|allentown Pennsylvania USA
Eminem|Just Don't Give A Fuck|The Slim Shady LP|TRBGNPE128E078EC14|236.495|242.62485|1998|St. Joseph, MO
Moist|Floating|I Am What I Am|TRBGNPF128F930AB9B|289.622|302.28853|0|Vancouver, British Columbia, Cana
Marco Beltrami|1001 Robots|I_ Robot|TRBGNPH128F14AD17E|233.976|256.39138|2004|
Bad Religion|You Don't Belong|Process Of Belief|TRBGNQC128F428A9D1|162.453|169.87383|2002|Los Angeles, Ca
Naughty By Nature|Ring The Alarm|Nineteen Naughty Nine Nature's Fury|TRBGNUG128F92D43E2|224.374|236.95628|1999|East Orange, NJ
T.I.|Respect This Hustle (Explicit Album Version)|T.I. VS T.I.P.|TRBGNUV128F426D20F|262.815|266.84036|0|Atlanta, GA
Faiz Ali Faiz|Meeran Sad Laeen Je Toon|Teri Bandi Haan|TRBGNVA128F92F6C7A|871.108|878.75873|0|
Janet Jackson|Again (Instrumental)|Again|TRBGOAU128F4255BDA|220.578|232.202|1993|Los Angeles &amp; New York
Ben Jelen|Come On (Sessions@AOL Version)|Sessions@AOL - EP|TRBGODE128E0785BC8|201.741|219.61098|0|Scotland
Roni Size|Forget Me Knots (Bailey Remix)|Sound Advice / Forget Me Knots Remixes|TRBGOGV128F146D34D|397.087|397.08689|0|Bristol, England
Michael McDonald|Tear It Up (LP Version)|Take It To Heart|TRBGOOR12903CC5261|253.214|267.83302|0|St. Louis, MO
Astarte|Voyage to eternal Life|Doomed Dark Years|TRBGOPC128F4231959|556.64|568.78975|1998|Athens, Greece
The Cate Brothers|Radioland|Radioland|TRBGOQJ128F4263E27|258.827|273.8673|0|Fayetteville, AR
Carl Smith|If I Couldn't Hold Back The Dawn|Hey Joe|TRBGOVC128F934435E|150.169|156.55138|0|
Vulture Industries|The Benevolent Path|The Dystopia Journals|TRBGOWY12903D0E2A0|379.298|379.29751|2007|Bergen
Sleepy John Estes|Down South Blues|I Ain't Gonna Be Worried No More 1929-1941|TRBGPAX12903CEC037|185.504|188.26404|1935|Ripley, TN
Suicidal Tendencies|Looking In Your Eyes|Join The Army|TRBGPCC128F428FF02|162.342|167.78404|1987|Venice, CA
Professor Longhair|Doin' It|Rock'N Roll Gumbo|TRBGPGF128F4259319|239.514|242.31138|1985|Bogalusa, LA
Bo Carter|The Law Gonna Step On You (1931)|Twist It Babe (1931-1940)|TRBGPHG12903CE6CC3|160.189|162.24608|0|Bolton, MS
Cristy Lane|It Came Upon A Midnight Clear|27 Christmas Classics|TRBGPHO128F4254D34|133.701|142.70649|0|Peoria, IL
Aerosmith|Crazy|Young Lust: The Aerosmith Anthology|TRBGPJP128E078ED20|301.238|318.61506|1993|Boston, MA
Vodka Collins|Bitches For Breakfast|Boy's Life|TRBGPQQ128F427ADDD|111.961|119.30077|0|Tokyo, Japan
Roger Creager|All For The Sake Of The Song|Long Way To Mexico|TRBGPWE128F421CCB4|264.597|277.55057|2003|
Steve Morse|'Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson)|Prime Cuts_ Volume 2|TRBGPWO128F930B503|327.86|342.09914|0|Hamilton, Ohio
Rita Chiarelli|Chiove|The Italian Sessions|TRBGPXH128F428C912|222.441|228.38812|2006|
Estopa|Apagon|La Calle Es Tuya?|TRBGPZX128F4285105|180.024|185.83465|0|
Red Hot Chili Peppers|Parallel Universe (Album Version)|Californication|TRBGQAB128E07877E4|262.931|269.34812|1999|
Josh Groban|Lullaby [With Ladysmith Black Mambazo] (Album Version)|Awake|TRBGQAO128EF35A1AD|135.697|152.0322|2006|
Billie Jo Spears|Danny|20 Of Her Best|TRBGQER12903CAAF1A|122.253|124.9171|0|Beaumont, TX
Irini Merkouri|Magiki Vradia|Mine Mazi Mou Apopse|TRBGQFB128F427FD09|220.688|230.21669|0|
Jesse Malin|Walk On The Wild Side|On Your Sleeve|TRBGQFF128F42BAE97|233.506|238.52363|2008|Whitestone, Queens, NY
Monique Morelli|Elsa|Chansons De France|TRBGQGL128F92D5186|184.982|196.44036|0|
Alexander Zonjic|Little Sunflower|Doin' The D|TRBGQIX128F934E7F4|248.094|259.21261|0|
Tunsi|Army|The Omen|TRBGQTD128F42658D8|12.721|12.72118|0|California - SF
Zbigniew Preisner|The Court|3 Couleurs : Blanc|TRBGQWH128F933C413|63.634|63.63383|1994|
Knack|Dance Of Romance|Normal as the Next Guy|TRBGRAL128F42480F9|206.118|215.64036|0|
Maximilian Hecker|Creep Live Version|Daylight|TRBGRAN128F9339A1B|311.043|330.63138|0|
Tim Wilson|It Takes A Village (To Raise A Nut) (Live)|It's A Sorry World|TRBGRFB128F145DA2E|148.579|154.27873|0|Georgia
Bitty McLean|Over The River|Natural High|TRBGRGB128F4289283|203.558|216.21506|1995|Hawaii
Open Hand|11th Street|The Dream|TRBGRGT12903CC5019|275.818|278.56934|2000|Mass. - Boston
Dennis O'Neill|"""Tre sonetti di Petrarca: III. I' vidi in terra angelici costumi - sonnet 156"|Liszt: 'Tre Sonetti di Petrarca' & First Settings of Victor Hugo|TRBGRIM128F424E1D3|342.877|377.75628|0|
Phil Collins|Everyday|Both Sides|TRBGRIP128F147FCA6|321.788|343.43138|1993|Chiswick, London, England
Angela Lashley|Too Far From The Tree|Suffer The Martyrs|TRBGRKJ128F4261513|189.928|196.17914|0|Tennessee
Joe Lynn Turner|Baby's Got A Habit|Nothing's Changed [Original Recording Remastered]|TRBGRNH12903CF9685|225.884|239.35955|0|
The Pharcyde|The Climb/Paranoia|Humboldt Beginnings|TRBGRQE128F9353A29|244.791|247.11791|2004|Los Angeles, CA
Joe Bonamassa|Stop!|Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version)|TRBGRVF12903C9F806|356.049|356.04853|2009|
Tyrone Wells|Need|Hold On|TRBGRWH128F92E3551|201.421|204.59057|2005|California - LA
Howie Day|Collide|Stop All The World Now (SPECIAL EDITION VERSION)|TRBGRXO128F4282115|268.011|277.002|2003|Bangor, Maine
Fito Paez|Tercer Mundo|Tercer Mundo|TRBGSAQ128F1470B41|269.137|284.26404|1990|
Bob Carlisle|Watched By An Angel|Nothing But The Truth|TRBGSBH128F93090D9|254.845|274.54649|0|
Frank Ifield|I'll Be Around|Remembering The Sixties|TRBGSCJ128F92F6D47|144.115|151.71873|0|Coventry, England
The Crystal Method|Keep Hope Alive|Keep Hope Alive EP|TRBGSCR128F92FE2AE|336.742|341.08036|1995|Los Angeles CA
Bill Engvall|Getting Old Sucks (Album Version)|Here's Your Sign: Reloaded|TRBGSGY128F149BE49|132.963|132.96281|0|Galveston, TX
Tomorrow|Blow-Up (Outtake)|Blow-Up|TRBGSIG12903CA502C|109.859|113.26649|0|
Groundhogs|Still a Fool|U.S. Tour '72|TRBGSJX128F92F863D|1017.353|1023.86893|1968|
Los Chunguitos|La Medalla|La Medalla|TRBGSMY128F428D6BE|199.303|215.32689|2001|
Brian Dullaghan|The Wedding|Songs For A Wedding - 18 Songs For That Special Day|TRBGSTS12903CD3528|140.817|147.80036|0|
Johnny Pacheco|Viralo Al Reves|A Man And His Music|TRBGSVD12903CDA8B8|327.982|334.52363|0|Santiago de los Caballeros, Domin
King Swamp|Glow|King Swamp|TRBGSVO12903CFE3AE|328.911|341.002|0|
Harvey Averne|Accept Me|The Harvey Averne Dozen|TRBGTAB12903CF8B83|160.705|168.93342|0|
Solomon|"'Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto"|Beethoven: Piano Sonatas 29 & 32|TRBGTCB128F42548C2|141.827|150.56934|0|New York
Glen Ricks|For All We Know|President Of Love|TRBGTHM128F933DBB1|203.25|215.74485|0|
Christie Hennessy|Rick's Cafe|The Platinum Collection|TRBGTLW128EF34095C|228.67|246.15138|0|
Nana Caymmi|Palavras|2 Em 1 (Dois Em Um)|TRBGTNZ128F1481BBD|217.554|233.24689|0|
Aesop Rock|Coma|Labor Days|TRBGTPK128F429E5D5|231.149|236.64281|2001|
Joe Lopez|Me Duele|A.B. Quintanilla III Presents Joe Lopez|TRBGTPL128E0783C11|195.21|199.36608|2004|Texas
Jesus Jones|Nothing To Hold Me|Doubt|TRBGTZD128EF34B6C3|189.835|201.16853|1990|
The Jackson Southernaires|Somewhere In Between|Power Packed|TRBGUER128F422A0E6|328.133|338.12853|0|Mississippi
Black Sheep|Novakane|8WM/Novakane|TRBGUHQ128F933699C|231.091|247.30077|0|New York, NY [The Bronx]
K's Choice|God In My Bed|Live|TRBGUHX128F4279757|174.991|183.09179|1998|
Bonita|It Could Never Be You|Album|TRBGUII12903CBF930|279.65|288.57424|0|jakarta
Silverstein|Defend You (Album Version)|Discovering The Waterfront|TRBGULP128F422F290|205.816|208.16934|2005|Burlington, Ontario, Canada
Tim Wilson|'Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live)|It's A Sorry World|TRBGULR128F145DA35|120.099|123.58485|0|Georgia
Malkit Singh|Holli Holi Nach Kuriye|Best Of Golden Star|TRBGURA128F9316E7E|419.161|430.94159|2007|
Sex Pistols|Looking For A Kiss|Spunk|TRBGUSS128F92F94BB|179.74|190.74567|1977|
Fabolous|In My Hood (Explicit Album Version)|Real Talk|TRBGUTI128E07872F0|303.462|319.92118|2004|Brooklyn, NY
David Bowie|Baal's Hymn|In Bertolt Brecht's Baal|TRBGUUE128F1494FB6|239.52|243.06893|1982|London, UK
El Gran Combo De Puerto Rico|No Hay Manera|Arroz Con Habichuela|TRBGUUF128F9334B97|267.865|271.64689|2006|HOUSTON, Texas
Ann Nesby / Jamecia Bennett|Advice|Put It On Paper|TRBGVDI128F1495B59|324.795|340.79302|0|Joliet, IL &amp; Atlanta, GA
Bobby Valentin|Yo Soy Abacua|Algo Nuevo|TRBGVOJ12903CDA92E|174.237|177.50159|1970|
fIREHOSE|Let The Drummer Have Some|Fromohio|TRBGVSE128EF3686B6|56.697|61.83138|1989|
Zombie Girl|The Darkness (Komor Kommando Mix)|Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection|TRBGVWB12903CE31A6|245.412|256.73098|2009|Edmonton, Alberta, Canada
Twenty 4 Seven|You Gotta Be Safe|Best of|TRBGWEG12903CFF7EE|223.19|223.18975|0|Virginia
Hacken Lee|Kan Hai De Ri Zi|Zhen Jin Dian - Hacken Lee 2|TRBGWEJ128F1460BEF|216.439|221.962|0|
Life In Your Way|When Rules Change|Ignite And Rebuild|TRBGWGD128F42418B2|198.06|198.05995|2005|Manchester, CT
The King Sisters|Milkman_ Keep Those Bottles Quiet|The Very Best of the King Sisters|TRBGWIK128F9331981|129.358|129.35791|0|
Wilks|Psalm 27|U gotta believe|TRBGWJB128F4275C7B|158.801|163.99628|0|
Michael Stanley Band|Take The Time|MSB|TRBGWQG128F92FB42D|322.868|335.09832|1982|
Mar Azul|Rancho Moreno|22 Cumbias Ardientes|TRBGWQX12903CDA5C1|159.707|165.11955|0|Mexico
The Winans|Together We Stand (Album Version)|Return|TRBGWRL128F9301CB9|279.237|300.59057|0|Detroit, MI
Punk'd Royal|Young Urbans|Muscles|TRBGWSQ12903CBAD4D|248.401|276.37506|0|
22-20s|Hold On|22-20s|TRBGWVI128E0788AE7|303.09|317.46567|2004|
Cookies|Believe In What I Say|House Candy - Bienvenue a La Discoteque|TRBGWVU12903CBFBB6|193.698|193.69751|2005|
Weezer|Mykel And Carli|Weezer (Rarities Edition)|TRBGWWM12903CCE627|161.994|172.14649|2004|
Cutting Edge|She's Got A Brain (Leli / Zimmerman)|The Big 14 'n More|TRBGWYD128F932F422|245.969|256.33914|0|California - LA
STEVE CAMP|Upon This Rock (Fire And Ice Version)|Steve Camp Compact Favorites|TRBGXBG128F4258B52|211.766|220.89098|0|
Elvira|Momentum|Peachy Pink|TRBGXBT128EF34EB68|276.132|291.89179|0|New York
Steven Halpern|6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths)|Chakra Suite|TRBGXCK12903CEFAE3|208.718|223.73832|2001|
Melt Banana|So Far So Bad So What?|Cactuses Come In Flocks|TRBGXGG128F4278990|27.898|27.89832|0|
FFH|Listen|Voice From Home|TRBGXHJ128F93302C7|211.185|218.22649|2005|
Angels|Fifi|Time Is Ripe|TRBGXHN12903CF4736|222.61|235.17995|0|Australia
Non Stop DJs|Hydraulic Pimp|Furious EP|TRBGXJO12903CE888B|218.72|222.24934|2004|
Roger Sanchez|Lost|Lost|TRBGXQP128F4290B22|546.261|589.87057|2006|New York, NY
Guy Forsyth|When I Think About Love|Live at Gruene Hall|TRBGXSP12903CD05DA|251.199|261.8771|0|Austin, Texas
Mish Mash|Speechless|Ministry of Sound Presents 100|TRBGXTO128F9307677|201.747|211.90485|2006|
Helen Hobson|Merry-Go-Round|Hobson's Choice|TRBGXTS128F9308E62|167.079|176.97914|1996|
Los Chichos|Nieve|Sangre Gitana|TRBGXWM128F428E59A|190.816|199.96689|0|
The Jordanaires & Orion|Up on the House Top|Christmas To Elvis from The Jordanaires|TRBGXYD12903CBA5D0|79.999|86.09914|0|Springfield, MO
Hard Romantic|Sincerely_|Sincerely_|TRBGXZY12903CB6A2E|149.211|149.21098|0|
Rita Chiarelli|This Is My Life|Road Rockets|TRBGYBT128F428C80B|245.772|252.682|1992|
Limbonic Art|A Void Of Lifeless Dreams|A Legacy Of Evil|TRBGYCS128F4277187|286.401|293.04118|0|Norway  (Sandefjord)
Patty Griffin|All Creatures Of Our God And King|Downtown Church|TRBGYDZ12903D075D4|243.525|256.39138|2010|Old Town, ME
Bobby Darin|Hi De Ho|Live! At The Desert Inn|TRBGYFJ128F92D0254|352.209|352.20853|0|New York, NY [The Bronx]
Daryl Coley Featuring the New Generation Singers Reunion Choir|I Will Bless Your Name|Praise & Worship|TRBGYFN128F42BC746|263.726|274.93832|0|San Francisco, CA
Mario Rosenstock|Fast Eddie|Gift|TRBGYGQ128F428B0B0|131.239|136.46322|0|
